gene_id,gene_name,description,ath_gene_id,ath_alias,gene_name_figs
Zm00001eb334720,Zm00001eb334720,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G38280,PR5K,Zm00001eb334720 (PR5K)
Zm00001eb334720,Zm00001eb334720,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G70250,,Zm00001eb334720
Zm00001eb334720,Zm00001eb334720,AT3g10020/T22K18_16; Expressed protein;  protein,AT4G18250,,Zm00001eb334720
Zm00001eb334690,Zm00001eb334690,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G14850,NUP155,Zm00001eb334690 (NUP155)
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G38260,,Zm00001eb334670
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G66930,,Zm00001eb334670
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G66910,,Zm00001eb334670
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G67000,,Zm00001eb334670
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G66920,,Zm00001eb334670
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G39020,,Zm00001eb334670
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G38250,,Zm00001eb334670
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G38240,,Zm00001eb334670
Zm00001eb334670,Zm00001eb334670,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G39030,,Zm00001eb334670
Zm00001eb334710,Zm00001eb334710,AT3g10020/T22K18_16; Expressed protein;  protein,,,Zm00001eb334710
Zm00001eb334700,Zm00001eb334700,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G66420,,Zm00001eb334700
Zm00001eb334630,Zm00001eb334630,AT3g10020/T22K18_16; Expressed protein;  protein,,,Zm00001eb334630
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G38240,,Ser/Thr receptor-like kinase1
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G38250,,Ser/Thr receptor-like kinase1
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G39020,,Ser/Thr receptor-like kinase1
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G39030,,Ser/Thr receptor-like kinase1
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT5G38260,,Ser/Thr receptor-like kinase1
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G67000,,Ser/Thr receptor-like kinase1
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G66920,,Ser/Thr receptor-like kinase1
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G66910,,Ser/Thr receptor-like kinase1
Zm00001eb334730,Ser/Thr receptor-like kinase1,AT3g10020/T22K18_16; Expressed protein;  protein,AT1G66930,,Ser/Thr receptor-like kinase1
Zm00001eb034320,Zm00001eb034320,Chaperone protein dnaJ 3,AT2G13360,SGAT,Zm00001eb034320 (SGAT)
Zm00001eb034300,Zm00001eb034300,Chaperone protein dnaJ 3,AT2G44310,,Zm00001eb034300
Zm00001eb034290,Zm00001eb034290,Chaperone protein dnaJ 3,AT1G21230,WAK5,Zm00001eb034290 (WAK5)
Zm00001eb034290,Zm00001eb034290,Chaperone protein dnaJ 3,AT1G21210,WAK4,Zm00001eb034290 (WAK4)
Zm00001eb034290,Zm00001eb034290,Chaperone protein dnaJ 3,AT1G21250,WAK1,Zm00001eb034290 (WAK1)
Zm00001eb034290,Zm00001eb034290,Chaperone protein dnaJ 3,AT1G21270,WAK2,Zm00001eb034290 (WAK2)
Zm00001eb034290,Zm00001eb034290,Chaperone protein dnaJ 3,AT1G21240,WAK3,Zm00001eb034290 (WAK3)
Zm00001eb034290,Zm00001eb034290,Chaperone protein dnaJ 3,AT3G25490,,Zm00001eb034290
Zm00001eb034310,Zm00001eb034310,Chaperone protein dnaJ 3,AT2G19130,,Zm00001eb034310
Zm00001eb414870,Zm00001eb414870,CCT motif family protein,,,Zm00001eb414870
Zm00001eb414890,Zm00001eb414890,CCT motif family protein,,,Zm00001eb414890
Zm00001eb414880,Zm00001eb414880,CCT motif family protein,,,Zm00001eb414880
Zm00001eb083900,Zm00001eb083900,Pentatricopeptide repeat-containing protein,AT3G11730,RABD1,Zm00001eb083900 (RABD1)
Zm00001eb083880,Zm00001eb083880,Pentatricopeptide repeat-containing protein,AT4G13650,,Zm00001eb083880
Zm00001eb083930,Zm00001eb083930,Pentatricopeptide repeat-containing protein,,,Zm00001eb083930
Zm00001eb083890,Zm00001eb083890,Pentatricopeptide repeat-containing protein,AT1G67430,,Zm00001eb083890
Zm00001eb083890,Zm00001eb083890,Pentatricopeptide repeat-containing protein,AT1G27400,,Zm00001eb083890
Zm00001eb290820,Zm00001eb290820,Cyclin-T1-5,,,Zm00001eb290820
Zm00001eb290800,Zm00001eb290800,Cyclin-T1-5,AT1G06840,,Zm00001eb290800
Zm00001eb290840,Zm00001eb290840,Cyclin-T1-5,,,Zm00001eb290840
Zm00001eb290850,Zm00001eb290850,Cyclin-T1-5,AT2G42800,RLP29,Zm00001eb290850 (RLP29)
Zm00001eb290870,Zm00001eb290870,Cyclin-T1-5,AT5G66760,SDH1-1,Zm00001eb290870 (SDH1-1)
Zm00001eb290810,Zm00001eb290810,Cyclin-T1-5,AT2G42800,RLP29,Zm00001eb290810 (RLP29)
Zm00001eb290830,Zm00001eb290830,Cyclin-T1-5,AT5G45190,,Zm00001eb290830
Zm00001eb290830,Zm00001eb290830,Cyclin-T1-5,AT4G19600,CYCT1;4,Zm00001eb290830 (CYCT1;4)
Zm00001eb151860,Zm00001eb151860,ARM repeat superfamily protein,AT5G27970,,Zm00001eb151860
Zm00001eb151810,Zm00001eb151810,ARM repeat superfamily protein,AT1G10290,DRP2A,Zm00001eb151810 (DRP2A)
Zm00001eb151810,Zm00001eb151810,ARM repeat superfamily protein,AT1G59610,DRP2B,Zm00001eb151810 (DRP2B)
Zm00001eb151830,Zm00001eb151830,ARM repeat superfamily protein,,,Zm00001eb151830
Zm00001eb151820,Zm00001eb151820,ARM repeat superfamily protein,AT5G27970,,Zm00001eb151820
Zm00001eb151800,Zm00001eb151800,ARM repeat superfamily protein,AT5G27970,,Zm00001eb151800
Zm00001eb151850,Zm00001eb151850,ARM repeat superfamily protein,AT5G27970,,Zm00001eb151850
Zm00001eb126710,ataxia-telangiectasia mutated1,ataxia-telangiectasia mutated,AT3G48190,PIG1,ataxia-telangiectasia mutated1 (PIG1)
Zm00001eb240590,Zm00001eb240590,UDP-glycosyltransferase 73D1,AT2G36780,,Zm00001eb240590
Zm00001eb240590,Zm00001eb240590,UDP-glycosyltransferase 73D1,AT2G36800,UGT73C5,Zm00001eb240590 (UGT73C5)
Zm00001eb240590,Zm00001eb240590,UDP-glycosyltransferase 73D1,AT2G36760,UGT73C2,Zm00001eb240590 (UGT73C2)
Zm00001eb240590,Zm00001eb240590,UDP-glycosyltransferase 73D1,AT2G36790,UGT73C6,Zm00001eb240590 (UGT73C6)
Zm00001eb240590,Zm00001eb240590,UDP-glycosyltransferase 73D1,AT2G36750,UGT73C1,Zm00001eb240590 (UGT73C1)
Zm00001eb240590,Zm00001eb240590,UDP-glycosyltransferase 73D1,AT3G53160,UGT73C7,Zm00001eb240590 (UGT73C7)
Zm00001eb240590,Zm00001eb240590,UDP-glycosyltransferase 73D1,AT2G36770,,Zm00001eb240590
Zm00001eb114460,Homeobox-transcription factor 93,Pentatricopeptide repeat-containing protein  mitochondrial,,,Homeobox-transcription factor 93
Zm00001eb114470,Zm00001eb114470,Pentatricopeptide repeat-containing protein  mitochondrial,AT1G16970,KU70,Zm00001eb114470 (KU70)
Zm00001eb114500,Zm00001eb114500,Pentatricopeptide repeat-containing protein  mitochondrial,AT3G63340,,Zm00001eb114500
Zm00001eb114490,Zm00001eb114490,Pentatricopeptide repeat-containing protein  mitochondrial,,,Zm00001eb114490
Zm00001eb114480,Zm00001eb114480,Pentatricopeptide repeat-containing protein  mitochondrial,AT3G63340,,Zm00001eb114480
Zm00001eb354180,Zm00001eb354180,Proline synthase co-transcribed bacterial homolog protein,AT1G11930,,Zm00001eb354180
Zm00001eb243430,Zm00001eb243430,Zinc finger CCCH domain-containing protein 4,,,Zm00001eb243430
Zm00001eb175340,Zm00001eb175340,OSJNBa0063G07.3 protein; OSJNBa0082E08.9 protein;  protein,,,Zm00001eb175340
Zm00001eb175370,Zm00001eb175370,OSJNBa0063G07.3 protein; OSJNBa0082E08.9 protein;  protein,AT1G65680,EXPB2,Zm00001eb175370 (EXPB2)
Zm00001eb175360,Zm00001eb175360,OSJNBa0063G07.3 protein; OSJNBa0082E08.9 protein;  protein,,,Zm00001eb175360
Zm00001eb175350,Zm00001eb175350,OSJNBa0063G07.3 protein; OSJNBa0082E08.9 protein;  protein,,,Zm00001eb175350
Zm00001eb115610,Zm00001eb115610,Nodulin homeobox,AT5G22250,CAF1b,Zm00001eb115610 (CAF1b)
Zm00001eb115610,Zm00001eb115610,Nodulin homeobox,AT3G44260,CAF1a,Zm00001eb115610 (CAF1a)
Zm00001eb115620,Zm00001eb115620,Nodulin homeobox,,,Zm00001eb115620
Zm00001eb115630,Zm00001eb115630,Nodulin homeobox,AT5G22250,CAF1b,Zm00001eb115630 (CAF1b)
Zm00001eb115630,Zm00001eb115630,Nodulin homeobox,AT3G44260,CAF1a,Zm00001eb115630 (CAF1a)
Zm00001eb115600,Zm00001eb115600,Nodulin homeobox,AT4G03090,NDX,Zm00001eb115600 (NDX)
Zm00001eb430290,cold rsponsive1,scramblase-related,AT1G64990,GTG1,cold rsponsive1 (GTG1)
Zm00001eb430290,cold rsponsive1,scramblase-related,AT4G27630,GTG2,cold rsponsive1 (GTG2)
Zm00001eb430320,Zm00001eb430320,scramblase-related,AT1G64850,,Zm00001eb430320
Zm00001eb430340,Zm00001eb430340,scramblase-related,AT1G32580,,Zm00001eb430340
Zm00001eb430340,Zm00001eb430340,scramblase-related,AT2G35240,MORF6,Zm00001eb430340 (MORF6)
Zm00001eb430330,Zm00001eb430330,scramblase-related,,,Zm00001eb430330
Zm00001eb430310,Zm00001eb430310,scramblase-related,,,Zm00001eb430310
Zm00001eb430300,GRF-transcription factor 5,scramblase-related,AT3G13960,GRF5,GRF-transcription factor 5 (GRF5)
Zm00001eb430250,Zm00001eb430250,scramblase-related,AT2G04940,,Zm00001eb430250
Zm00001eb096420,Zm00001eb096420,Lecithin-cholesterol acyltransferase-like 1,,,Zm00001eb096420
Zm00001eb096400,Zm00001eb096400,Lecithin-cholesterol acyltransferase-like 1,AT1G27480,,Zm00001eb096400
Zm00001eb096450,Zm00001eb096450,Lecithin-cholesterol acyltransferase-like 1,AT5G64470,TBL12,Zm00001eb096450 (TBL12)
Zm00001eb096410,Zm00001eb096410,Lecithin-cholesterol acyltransferase-like 1,,,Zm00001eb096410
Zm00001eb125070,Zm00001eb125070,Anthranilate N-benzoyltransferase protein 1,AT5G48930,HCT,Zm00001eb125070 (HCT)
Zm00001eb254740,Zm00001eb254740,B-block binding subunit of TFIIIC,,,Zm00001eb254740
Zm00001eb254720,Zm00001eb254720,B-block binding subunit of TFIIIC,AT1G17450,,Zm00001eb254720
Zm00001eb254810,Zm00001eb254810,B-block binding subunit of TFIIIC,,,Zm00001eb254810
Zm00001eb254800,Zm00001eb254800,B-block binding subunit of TFIIIC,AT1G17450,,Zm00001eb254800
Zm00001eb256020,mitochondrial phosphate transporter1,mitochondrial phosphate transporter1,AT5G14040,PHT3;1,mitochondrial phosphate transporter1 (PHT3;1)
Zm00001eb256030,Zm00001eb256030,mitochondrial phosphate transporter1,AT5G35370,,Zm00001eb256030
Zm00001eb211910,Alfin-like-transcription factor 17,NAD(P)-binding Rossmann-fold superfamily protein,AT5G05610,AL1,Alfin-like-transcription factor 17 (AL1)
Zm00001eb211910,Alfin-like-transcription factor 17,NAD(P)-binding Rossmann-fold superfamily protein,AT3G11200,AL2,Alfin-like-transcription factor 17 (AL2)
Zm00001eb211930,Alfin-like-transcription factor 17,NAD(P)-binding Rossmann-fold superfamily protein,,,Alfin-like-transcription factor 17
Zm00001eb211950,Zm00001eb211950,NAD(P)-binding Rossmann-fold superfamily protein,,,Zm00001eb211950
Zm00001eb211940,Alfin-like-transcription factor 17,NAD(P)-binding Rossmann-fold superfamily protein,AT2G28150,,Alfin-like-transcription factor 17
Zm00001eb211920,Alfin-like-transcription factor 17,NAD(P)-binding Rossmann-fold superfamily protein,AT1G73400,,Alfin-like-transcription factor 17
Zm00001eb211900,Alfin-like-transcription factor 17,NAD(P)-binding Rossmann-fold superfamily protein,AT5G02960,,Alfin-like-transcription factor 17
Zm00001eb211960,Zm00001eb211960,NAD(P)-binding Rossmann-fold superfamily protein,AT5G58490,,Zm00001eb211960
Zm00001eb277180,Zm00001eb277180,Protein NRT1/ PTR FAMILY 4.6,AT1G14360,UTR3,Zm00001eb277180 (UTR3)
Zm00001eb277180,Zm00001eb277180,Protein NRT1/ PTR FAMILY 4.6,AT2G02810,UTR1,Zm00001eb277180 (UTR1)
Zm00001eb277150,Zm00001eb277150,Protein NRT1/ PTR FAMILY 4.6,,,Zm00001eb277150
Zm00001eb277130,Zm00001eb277130,Protein NRT1/ PTR FAMILY 4.6,,,Zm00001eb277130
Zm00001eb277160,nitrate transporter/peptide transporter family6,Protein NRT1/ PTR FAMILY 4.6,AT1G69850,NTL1,nitrate transporter/peptide transporter family6 (NTL1)
Zm00001eb277160,nitrate transporter/peptide transporter family6,Protein NRT1/ PTR FAMILY 4.6,AT1G27040,NPF4.5,nitrate transporter/peptide transporter family6 (NPF4.5)
Zm00001eb086790,Zm00001eb086790,Cleavage and polyadenylation specificity factor subunit 1,AT5G51660,CPSF160,Zm00001eb086790 (CPSF160)
Zm00001eb137630,Zm00001eb137630,Golgin candidate 6,,,Zm00001eb137630
Zm00001eb137680,Zm00001eb137680,Golgin candidate 6,AT3G27530,MAG4,Zm00001eb137680 (MAG4)
Zm00001eb137670,Zm00001eb137670,Golgin candidate 6,,,Zm00001eb137670
Zm00001eb137660,Zm00001eb137660,Golgin candidate 6,,,Zm00001eb137660
Zm00001eb137620,Zm00001eb137620,Golgin candidate 6,AT3G27530,MAG4,Zm00001eb137620 (MAG4)
Zm00001eb208180,Zm00001eb208180,ILITYHIA,AT1G64790,ILA,Zm00001eb208180 (ILA)
Zm00001eb208170,Zm00001eb208170,ILITYHIA,AT1G64790,ILA,Zm00001eb208170 (ILA)
Zm00001eb208190,Zm00001eb208190,ILITYHIA,AT1G64790,ILA,Zm00001eb208190 (ILA)
Zm00001eb286700,Zm00001eb286700,Putative VHS/GAT domain containing family protein,AT3G07880,SCN1,Zm00001eb286700 (SCN1)
Zm00001eb286660,Zm00001eb286660,Putative VHS/GAT domain containing family protein,AT2G38410,,Zm00001eb286660
Zm00001eb286690,Zm00001eb286690,Putative VHS/GAT domain containing family protein,AT1G62290,,Zm00001eb286690
Zm00001eb286690,Zm00001eb286690,Putative VHS/GAT domain containing family protein,AT1G11910,ATAPA1,Zm00001eb286690 (ATAPA1)
Zm00001eb286670,Zm00001eb286670,Putative VHS/GAT domain containing family protein,AT2G38410,,Zm00001eb286670
Zm00001eb116860,Zm00001eb116860,40S ribosomal protein S8,,,Zm00001eb116860
Zm00001eb116850,Zm00001eb116850,40S ribosomal protein S8,AT5G09510,,Zm00001eb116850
Zm00001eb116850,Zm00001eb116850,40S ribosomal protein S8,AT1G04270,RPS15,Zm00001eb116850 (RPS15)
Zm00001eb176750,Zm00001eb176750,Formin-like protein 18,AT2G25050,,Zm00001eb176750
Zm00001eb207010,SBP-transcription factor 19,Squamosa promoter-binding-like protein 2,AT5G43270,SPL2,SBP-transcription factor 19 (SPL2)
Zm00001eb207040,Zm00001eb207040,Squamosa promoter-binding-like protein 2,,,Zm00001eb207040
Zm00001eb207020,Zm00001eb207020,Squamosa promoter-binding-like protein 2,AT4G31170,,Zm00001eb207020
Zm00001eb207020,Zm00001eb207020,Squamosa promoter-binding-like protein 2,AT2G24360,,Zm00001eb207020
Zm00001eb207030,Zm00001eb207030,Squamosa promoter-binding-like protein 2,,,Zm00001eb207030
Zm00001eb265890,Zm00001eb265890,Expressed protein; Mannose-specific jacalin-related lectin;  protein,AT1G19715,,Zm00001eb265890
Zm00001eb265900,jacalin1,Expressed protein; Mannose-specific jacalin-related lectin;  protein,,,jacalin1
Zm00001eb322140,Zm00001eb322140,Disease resistance protein RPM1,AT1G48590,,Zm00001eb322140
Zm00001eb322140,Zm00001eb322140,Disease resistance protein RPM1,AT3G17980,C2,Zm00001eb322140 (C2)
Zm00001eb322130,Zm00001eb322130,Disease resistance protein RPM1,AT3G46530,RPP13,Zm00001eb322130 (RPP13)
Zm00001eb322130,Zm00001eb322130,Disease resistance protein RPM1,AT3G46710,,Zm00001eb322130
Zm00001eb322130,Zm00001eb322130,Disease resistance protein RPM1,AT3G46730,,Zm00001eb322130
Zm00001eb345290,Zm00001eb345290,Chromatin modification-related protein EAF1 B,AT3G24880,,Zm00001eb345290
Zm00001eb345290,Zm00001eb345290,Chromatin modification-related protein EAF1 B,AT3G24870,,Zm00001eb345290
Zm00001eb002100,callose synthase1,Callose synthase 3,AT5G13000,GSL12,callose synthase1 (GSL12)
Zm00001eb016250,Zm00001eb016250,Fumarate hydratase 1 mitochondrial,AT4G02280,SUS3,Zm00001eb016250 (SUS3)
Zm00001eb016240,fumarase1,Fumarate hydratase 1 mitochondrial,AT5G50950,FUM2,fumarase1 (FUM2)
Zm00001eb016240,fumarase1,Fumarate hydratase 1 mitochondrial,AT2G47510,FUM1,fumarase1 (FUM1)
Zm00001eb016260,Zm00001eb016260,Fumarate hydratase 1 mitochondrial,,,Zm00001eb016260
Zm00001eb432880,Zm00001eb432880,Oligouridylate-binding protein 1C,AT1G17370,UBP1B,Zm00001eb432880 (UBP1B)
Zm00001eb432870,Zm00001eb432870,Oligouridylate-binding protein 1C,AT3G14100,,Zm00001eb432870
Zm00001eb432890,Zm00001eb432890,Oligouridylate-binding protein 1C,,,Zm00001eb432890
Zm00001eb116670,Zm00001eb116670,Leucine-rich repeat protein kinase family protein,AT5G07610,,Zm00001eb116670
Zm00001eb116690,Zm00001eb116690,Leucine-rich repeat protein kinase family protein,AT2G37620,ACT1,Zm00001eb116690 (ACT1)
Zm00001eb116690,Zm00001eb116690,Leucine-rich repeat protein kinase family protein,AT3G53750,ACT3,Zm00001eb116690 (ACT3)
Zm00001eb116680,Zm00001eb116680,Leucine-rich repeat protein kinase family protein,,,Zm00001eb116680
Zm00001eb233590,Zm00001eb233590,Gamma-aminobutyrate transaminase POP2 mitochondrial,AT3G22200,POP2,Zm00001eb233590 (POP2)
Zm00001eb233610,Zm00001eb233610,Gamma-aminobutyrate transaminase POP2 mitochondrial,AT5G57110,AT-ACA8,Zm00001eb233610 (AT-ACA8)
Zm00001eb233600,Zm00001eb233600,Gamma-aminobutyrate transaminase POP2 mitochondrial,AT3G22200,POP2,Zm00001eb233600 (POP2)
Zm00001eb353400,Zm00001eb353400,Inner membrane protein oxaA,,,Zm00001eb353400
Zm00001eb353390,Zm00001eb353390,Inner membrane protein oxaA,AT1G28240,,Zm00001eb353390
Zm00001eb353360,Zm00001eb353360,Inner membrane protein oxaA,AT1G28240,,Zm00001eb353360
Zm00001eb191810,Zm00001eb191810,Putative lysine-specific demethylase JMJ16,AT2G21220,SAUR12,Zm00001eb191810 (SAUR12)
Zm00001eb191810,Zm00001eb191810,Putative lysine-specific demethylase JMJ16,AT4G38860,SAUR16,Zm00001eb191810 (SAUR16)
Zm00001eb191790,JUMONJI-transcription factor 9,Putative lysine-specific demethylase JMJ16,AT1G08620,PKDM7D,JUMONJI-transcription factor 9 (PKDM7D)
Zm00001eb260910,Zm00001eb260910,pleckstrin homology (PH) domain-containing protein,AT5G24740,SHBY,Zm00001eb260910 (SHBY)
Zm00001eb260890,Zm00001eb260890,pleckstrin homology (PH) domain-containing protein,AT5G24740,SHBY,Zm00001eb260890 (SHBY)
Zm00001eb340940,Zm00001eb340940,binding,AT3G06670,,Zm00001eb340940
Zm00001eb401710,Zm00001eb401710,Eukaryotic translation initiation factor 3 subunit K,AT4G33250,TIF3K1,Zm00001eb401710 (TIF3K1)
Zm00001eb401700,Zm00001eb401700,Eukaryotic translation initiation factor 3 subunit K,AT1G72370,RPSAA,Zm00001eb401700 (RPSAA)
Zm00001eb401700,Zm00001eb401700,Eukaryotic translation initiation factor 3 subunit K,AT3G04770,RPSAb,Zm00001eb401700 (RPSAb)
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G32030,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G31950,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G14490,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G20210,TPS08,terpene synthase11 (TPS08)
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G15870,TS1,terpene synthase11 (TS1)
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G14520,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G13300,TPS13,terpene synthase11 (TPS13)
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G29110,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G48800,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G29410,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G48820,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT5G44630,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G14540,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G20230,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G13280,TPS12,terpene synthase11 (TPS12)
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G33750,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G70080,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G29190,,terpene synthase11
Zm00001eb412980,terpene synthase11,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G20200,,terpene synthase11
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G20230,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G14540,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G70080,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G33750,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G13280,TPS12,terpene synthase6 (TPS12)
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G29190,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G20200,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G48820,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT5G44630,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT4G13300,TPS13,terpene synthase6 (TPS13)
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G14520,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT1G48800,,terpene synthase6
Zm00001eb412960,terpene synthase6,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,AT3G29110,,terpene synthase6
