gene_id,family
AT1G47870,E2F/DP
AT1G48000,MYB
AT1G48610,Unknown
AT1G49010,MYB
AT1G49120,ERF
AT1G49480,B3
AT1G49560,G2-like
AT1G49720,bZIP
AT1G49950,MYB_related
AT1G50640,ERF
AT1G50680,RAV
AT1G51120,RAV
AT1G51140,bHLH
AT1G51190,AP2
AT1G51220,C2H2
AT1G51600,GATA
AT1G51700,Dof
AT1G52150,HD-ZIP
AT1G52880,NAC
AT1G52890,NAC
AT1G53160,SBP
AT1G53170,ERF
AT1G53230,TCP
AT1G53910,ERF
AT1G54060,Trihelix
AT1G54330,NAC
AT1G55110,C2H2
AT1G55520,Unknown
AT1G55600,WRKY
AT1G56160,MYB
AT1G56650,MYB
AT1G57560,MYB
AT1G58100,TCP
AT1G59560,Unknown
AT1G59640,bHLH
AT1G59750,ARF
AT1G60880,M-type_MADS
AT1G60920,M-type_MADS
AT1G61110,NAC
AT1G61730,GeBP
AT1G62300,WRKY
AT1G62360,TALE
AT1G62700,NAC
AT1G62990,TALE
AT1G63030,ERF
AT1G63040,Unknown
AT1G63480,Unknown
AT1G63910,MYB
AT1G64000,WRKY
AT1G64380,ERF
AT1G64530,Nin-like
AT1G64620,Dof
AT1G64625,Unknown
AT1G65620,LBD
AT1G65910,NAC
AT1G66230,MYB
AT1G66370,MYB
AT1G66380,MYB
AT1G66390,MYB
AT1G66420,GeBP
AT1G66550,WRKY
AT1G66560,WRKY
AT1G66600,WRKY
AT1G67260,TCP
AT1G67710,ARR-B
AT1G67970,HSF
AT1G68130,C2H2
AT1G68150,WRKY
AT1G68320,MYB
AT1G68550,ERF
AT1G68670,G2-like
AT1G68800,TCP
AT1G68810,bHLH
AT1G68840,RAV
AT1G68920,bHLH
AT1G69010,bHLH
AT1G69120,MIKC_MADS
AT1G69170,SBP
AT1G69180,YABBY
AT1G69310,WRKY
AT1G69490,NAC
AT1G69560,MYB
AT1G69570,Dof
AT1G69580,G2-like
AT1G69690,TCP
AT1G69780,HD-ZIP
AT1G69810,WRKY
AT1G70000,MYB_related
AT1G70510,TALE
AT1G70910,Unknown
AT1G70920,HD-ZIP
AT1G71450,ERF
AT1G71520,ERF
AT1G71930,NAC
AT1G72010,TCP
AT1G72050,C2H2
AT1G72360,ERF
AT1G72570,AP2
AT1G72740,MYB_related
AT1G73360,HD-ZIP
AT1G73410,MYB
AT1G73730,EIL
AT1G73805,Unknown
AT1G74080,MYB
AT1G74370,Unknown
AT1G74480,Nin-like
AT1G74650,MYB
AT1G74840,MYB_related
AT1G74930,ERF
AT1G75080,BES1
AT1G75240,ZF-HD
AT1G75390,bZIP
AT1G75410,TALE
AT1G75430,TALE
AT1G75490,ERF
AT1G76110,ARID
AT1G76350,Nin-like
AT1G76420,NAC
AT1G76510,ARID
AT1G76580,SBP
AT1G76870,Trihelix
AT1G76880,Trihelix
AT1G76890,Trihelix
AT1G77080,MIKC_MADS
AT1G77200,ERF
AT1G77450,NAC
AT1G77570,HSF
AT1G77640,ERF
AT1G77920,bZIP
AT1G77980,MIKC_MADS
AT1G78080,ERF
AT1G78700,BES1
AT1G79180,MYB
AT1G79430,G2-like
AT1G79580,NAC
AT1G79700,AP2
AT1G79840,HD-ZIP
AT1G80590,WRKY
AT1G80840,WRKY
AT2G01060,G2-like
AT2G01430,HD-ZIP
AT2G01500,WOX
AT2G01760,ARR-B
AT2G01818,PLATZ
AT2G01930,BBR-BPC
AT2G01940,C2H2
AT2G02060,G2-like
AT2G02070,C2H2
AT2G02080,C2H2
AT2G02450,NAC
AT2G02820,MYB
AT2G03340,WRKY
AT2G03500,G2-like
AT2G03710,MIKC_MADS
AT2G04038,bZIP
AT2G04880,WRKY
AT2G06200,GRF
AT2G14210,MIKC_MADS
AT2G15660,Unknown
AT2G15740,C2H2
AT2G16400,TALE
AT2G16720,MYB
AT2G16770,bZIP
AT2G17150,Nin-like
AT2G17180,C2H2
AT2G17410,ARID
AT2G17560,HMG
AT2G17770,bZIP
AT2G17900,Unknown
AT2G17950,WOX
AT2G18060,NAC
AT2G18160,bZIP
AT2G18300,bHLH
AT2G18350,ZF-HD
AT2G18380,GATA
AT2G18490,C2H2
AT2G18550,HD-ZIP
AT2G20110,CPP
AT2G20180,bHLH
AT2G20400,G2-like
AT2G20570,G2-like
AT2G20880,ERF
AT2G21060,CSD
AT2G21230,bZIP
AT2G21900,WRKY
AT2G22200,ERF
AT2G22300,CAMTA
AT2G22430,HD-ZIP
AT2G22540,MIKC_MADS
AT2G22630,MIKC_MADS
AT2G22750,bHLH
AT2G22800,HD-ZIP
AT2G23290,MYB
AT2G23320,WRKY
AT2G23340,ERF
AT2G23380,SET
AT2G23660,LBD
AT2G23760,TALE
AT2G24260,bHLH
AT2G24430,NAC
AT2G24570,WRKY
AT2G25000,WRKY
AT2G25180,ARR-B
AT2G25650,GeBP
AT2G25820,ERF
AT2G26150,HSF
AT2G26580,YABBY
AT2G26960,MYB
AT2G27050,EIL
AT2G27220,TALE
AT2G27300,NAC
AT2G27990,TALE
AT2G28340,GATA
AT2G28350,ARF
AT2G28510,Dof
AT2G28550,AP2
AT2G28610,WOX
AT2G28710,C2H2
AT2G28810,Dof
AT2G28920,Unknown
AT2G30130,LBD
AT2G30250,WRKY
AT2G30340,LBD
AT2G30590,WRKY
AT2G31070,TCP
AT2G31180,MYB
AT2G31220,bHLH
AT2G31230,ERF
AT2G31370,bZIP
AT2G31460,Unknown
AT2G32370,HD-ZIP
AT2G32460,MYB
AT2G33480,NAC
AT2G33550,Trihelix
AT2G33710,ERF
AT2G33810,SBP
AT2G33860,ARF
AT2G33880,WOX
AT2G34140,Dof
AT2G34710,HD-ZIP
AT2G34830,WRKY
AT2G35530,bZIP
AT2G35700,ERF
AT2G35940,TALE
AT2G36010,E2F/DP
AT2G36011,Unknown
AT2G36270,bZIP
AT2G36450,ERF
AT2G36610,HD-ZIP
AT2G36890,MYB
AT2G37120,S1Fa-like
AT2G37260,WRKY
AT2G37430,C2H2
AT2G37590,Dof
AT2G38090,MYB
AT2G38250,Trihelix
AT2G38300,G2-like
AT2G38340,ERF
AT2G38470,WRKY
AT2G38880,NF-YB
AT2G39250,AP2
AT2G39880,MYB
AT2G39900,LIM
AT2G40220,ERF
AT2G40260,G2-like
AT2G40340,ERF
AT2G40350,ERF
AT2G40470,LBD
AT2G40620,bZIP
AT2G40740,WRKY
AT2G40750,WRKY
AT2G40950,bZIP
AT2G40970,G2-like
AT2G41070,bZIP
AT2G41690,HSF
AT2G41835,C2H2
AT2G41940,C2H2
AT2G42040,Unknown
AT2G42200,SBP
AT2G42280,bHLH
AT2G42300,bHLH
AT2G42400,VOZ
AT2G42410,C2H2
AT2G42430,LBD
AT2G42660,G2-like
AT2G43000,NAC
AT2G43010,bHLH
AT2G43140,bHLH
AT2G43500,Nin-like
AT2G44745,WRKY
AT2G44840,ERF
AT2G44910,HD-ZIP
AT2G44940,ERF
AT2G45050,GATA
AT2G45120,C2H2
AT2G45190,YABBY
AT2G45410,LBD
AT2G45420,LBD
AT2G45480,GRF
AT2G45650,MIKC_MADS
AT2G45660,MIKC_MADS
AT2G45680,TCP
AT2G45850,Unknown
AT2G46130,WRKY
AT2G46270,bZIP
AT2G46310,ERF
AT2G46400,WRKY
AT2G46510,bHLH
AT2G46530,ARF
AT2G46590,Dof
AT2G46680,HD-ZIP
AT2G46770,NAC
AT2G46830,MYB_related
AT2G46970,bHLH
AT2G47070,SBP
AT2G47190,MYB
AT2G47260,WRKY
AT2G47460,MYB
AT2G47520,ERF
AT2G48100,C2H2
AT3G01080,WRKY
AT3G01220,HD-ZIP
AT3G01330,E2F/DP
AT3G01470,HD-ZIP
AT3G01530,MYB
AT3G01970,WRKY
AT3G02150,TCP
AT3G02940,MYB
AT3G02990,HSF
AT3G03200,NAC
AT3G03260,HD-ZIP
AT3G03450,GRAS
AT3G03660,WOX
AT3G03760,LBD
AT3G04030,G2-like
AT3G04060,NAC
AT3G04070,NAC
AT3G04420,NAC
AT3G04450,G2-like
AT3G04670,WRKY
AT3G04850,CPP
AT3G04930,GeBP
AT3G05860,M-type_MADS
AT3G06490,MYB
AT3G06740,GATA
AT3G07220,FHA
AT3G07340,bHLH
AT3G08500,MYB
AT3G09230,MYB
AT3G09290,Unknown
AT3G09370,MYB
AT3G09600,MYB_related
AT3G09735,S1Fa-like
AT3G10030,Trihelix
AT3G10113,MYB_related
AT3G10480,NAC
AT3G10490,NAC
AT3G10500,NAC
AT3G10580,MYB_related
AT3G10760,G2-like
AT3G10800,bZIP
AT3G11020,ERF
AT3G11100,Trihelix
AT3G11260,WOX
AT3G11280,MYB
AT3G11440,MYB
AT3G12250,bZIP
AT3G12560,Unknown
AT3G12720,MYB
AT3G12730,G2-like
AT3G12820,MYB
AT3G12910,NAC
AT3G13040,G2-like
AT3G13350,ARID
AT3G13445,Unknown
AT3G13540,MYB
AT3G13810,C2H2
AT3G13890,MYB
AT3G13960,GRF
AT3G14180,Trihelix
AT3G14230,ERF
AT3G15030,TCP
AT3G15170,NAC
AT3G15210,ERF
AT3G15270,SBP
AT3G15500,NAC
AT3G15510,NAC
AT3G16160,CPP
AT3G16280,ERF
AT3G16350,MYB_related
AT3G16770,ERF
AT3G16857,ARR-B
AT3G16870,GATA
AT3G16940,CAMTA
AT3G17609,bZIP
AT3G17730,NAC
AT3G18010,WOX
AT3G18400,NAC
AT3G18550,TCP
AT3G18990,B3
AT3G19290,bZIP
AT3G19510,HB-PHD
AT3G19580,C2H2
AT3G19860,bHLH
AT3G20310,ERF
AT3G20770,EIL
AT3G20840,AP2
AT3G21175,GATA
AT3G21270,Dof
AT3G21890,Unknown
AT3G22170,FAR1
AT3G22760,CPP
AT3G22780,CPP
AT3G22830,HSF
AT3G23130,C2H2
AT3G23210,bHLH
AT3G23220,ERF
AT3G23230,ERF
AT3G23240,ERF
AT3G23250,MYB_related
AT3G23690,bHLH
AT3G24050,GATA
AT3G24120,G2-like
AT3G24310,MYB
AT3G24520,HSF
AT3G24650,B3
AT3G25710,bHLH
AT3G25730,RAV
AT3G25790,G2-like
AT3G25890,ERF
AT3G25990,Trihelix
AT3G26620,LBD
AT3G26660,LBD
AT3G26790,B3
AT3G27010,TCP
AT3G27650,LBD
AT3G27785,MYB
AT3G27810,MYB
AT3G27920,MYB
AT3G28730,HMG
AT3G28910,MYB
AT3G28920,ZF-HD
AT3G29020,MYB
AT3G30210,MYB
AT3G30260,MIKC_MADS
AT3G30530,bZIP
AT3G42860,Unknown
AT3G44460,bZIP
AT3G45150,TCP
AT3G45170,GATA
AT3G45260,C2H2
AT3G45610,Dof
AT3G46070,C2H2
AT3G46080,C2H2
AT3G46090,C2H2
AT3G46130,MYB_related
AT3G46590,Unknown
AT3G46640,G2-like
AT3G47500,Dof
AT3G47600,MYB
AT3G47620,TCP
AT3G48160,E2F/DP
AT3G48430,C2H2
AT3G48920,MYB
AT3G49530,NAC
AT3G49690,MYB
AT3G49850,MYB_related
AT3G49930,C2H2
AT3G50060,MYB
AT3G50260,ERF
AT3G50410,Dof
AT3G50700,C2H2
AT3G50870,GATA
AT3G51060,SRS
AT3G51080,GATA
AT3G51470,DBP
AT3G51880,HMG
AT3G51910,HSF
AT3G52440,Dof
AT3G53200,MYB
AT3G53370,S1Fa-like
AT3G53600,C2H2
AT3G53790,MYB_related
AT3G54320,ERF
AT3G54340,MIKC_MADS
AT3G54620,bZIP
AT3G54810,GATA
AT3G54990,AP2
AT3G55370,Dof
AT3G55730,MYB
AT3G56400,WRKY
AT3G56660,bZIP
AT3G56850,bZIP
AT3G57230,MIKC_MADS
AT3G57390,MIKC_MADS
AT3G57600,ERF
AT3G57800,bHLH
AT3G57920,SBP
AT3G58190,LBD
AT3G58630,Trihelix
AT3G58710,WRKY
AT3G58780,MIKC_MADS
AT3G59060,bHLH
AT3G59580,Nin-like
AT3G60030,SBP
AT3G60390,HD-ZIP
AT3G60490,ERF
AT3G60530,GATA
AT3G60580,C2H2
AT3G61120,MIKC_MADS
AT3G61150,HD-ZIP
AT3G61630,ERF
AT3G61830,ARF
AT3G61850,Dof
AT3G61890,HD-ZIP
AT3G61910,NAC
AT3G62340,WRKY
AT3G62610,MYB
AT3G63350,HSF
AT4G00050,bHLH
AT4G00180,YABBY
AT4G00210,LBD
AT4G00220,LBD
AT4G00238,GeBP
AT4G00250,GeBP
AT4G00270,GeBP
AT4G00390,GeBP
AT4G00730,HD-ZIP
AT4G00940,Dof
AT4G01120,bZIP
AT4G01250,WRKY
AT4G01280,MYB_related
AT4G01500,B3
AT4G01520,NAC
AT4G01540,NAC
AT4G01550,NAC
AT4G01680,MYB
AT4G01720,WRKY
AT4G02020,SET
AT4G02670,C2H2
AT4G03250,HB-other
AT4G04450,WRKY
AT4G04555,Unknown
AT4G04605,Unknown
AT4G04770,Unknown
AT4G04890,HD-ZIP
AT4G05100,MYB
AT4G06634,C2H2
AT4G06746,ERF
AT4G08150,TALE
AT4G09180,bHLH
AT4G09450,MYB_related
AT4G09460,MYB
AT4G09820,bHLH
AT4G09960,MIKC_MADS
AT4G10350,NAC
AT4G11070,WRKY
AT4G11080,HMG
AT4G11140,ERF
AT4G11660,HSF
AT4G11880,MIKC_MADS
AT4G12020,WRKY
AT4G12350,MYB
AT4G12670,Unknown
AT4G13480,MYB
AT4G13620,ERF
AT4G13640,G2-like
AT4G13980,HSF
AT4G14410,bHLH
AT4G14465,Unknown
AT4G14770,CPP
AT4G15090,FAR1
AT4G16110,ARR-B
AT4G16141,GATA
AT4G16150,CAMTA
AT4G16430,bHLH
AT4G16750,ERF
AT4G16780,HD-ZIP
AT4G17460,HD-ZIP
AT4G17490,ERF
AT4G17500,ERF
AT4G17570,GATA
AT4G17695,G2-like
AT4G17710,HD-ZIP
AT4G17750,HSF
AT4G17785,MYB
AT4G17810,C2H2
AT4G17880,bHLH
AT4G17950,Unknown
AT4G17980,NAC
AT4G18020,ARR-B
AT4G18170,WRKY
AT4G18390,TCP
AT4G18450,ERF
AT4G18770,MYB
AT4G18880,HSF
AT4G18890,BES1
AT4G18960,MIKC_MADS
AT4G21030,Dof
AT4G21040,Dof
AT4G21050,Dof
AT4G21080,Dof
AT4G21330,bHLH
AT4G21440,MYB
AT4G21750,HD-ZIP
AT4G21895,Unknown
AT4G22070,WRKY
AT4G22680,MYB
AT4G22950,MIKC_MADS
AT4G23550,WRKY
AT4G23750,ERF
AT4G23800,HMG
AT4G23810,WRKY
AT4G23980,ARF
AT4G24020,Nin-like
AT4G24060,Dof
AT4G24240,WRKY
AT4G24470,GATA
AT4G24540,MIKC_MADS
AT4G25470,ERF
AT4G25480,ERF
AT4G25490,ERF
AT4G25560,MYB
AT4G26030,Unknown
AT4G26440,WRKY
AT4G26640,WRKY
AT4G26930,MYB
AT4G27410,NAC
AT4G27900,Unknown
AT4G27950,ERF
AT4G28110,MYB
AT4G28140,ERF
AT4G28500,NAC
AT4G28610,G2-like
AT4G29000,CPP
AT4G29230,NAC
AT4G29940,HB-PHD
AT4G30080,ARF
AT4G30935,WRKY
AT4G30980,bHLH
AT4G31060,ERF
AT4G31550,WRKY
AT4G31610,B3
AT4G31800,WRKY
AT4G31920,ARR-B
AT4G32040,TALE
AT4G32730,MYB
AT4G32800,ERF
AT4G32880,HD-ZIP
AT4G32890,GATA
AT4G33280,B3
AT4G33450,MYB
AT4G34000,bZIP
AT4G34410,ERF
AT4G34530,bHLH
AT4G34590,bZIP
AT4G34610,TALE
AT4G34680,GATA
AT4G34990,MYB
AT4G35040,bZIP
AT4G35270,Nin-like
AT4G35280,C2H2
AT4G35390,Unknown
AT4G35550,WOX
AT4G35570,HMG
AT4G35580,NAC
AT4G35610,C2H2
AT4G35900,bZIP
AT4G36160,NAC
AT4G36240,GATA
AT4G36540,bHLH
AT4G36620,GATA
AT4G36730,bZIP
AT4G36740,HD-ZIP
AT4G36780,BES1
AT4G36870,TALE
AT4G36900,ERF
AT4G36920,AP2
AT4G36930,bHLH
AT4G36990,HSF
AT4G37180,G2-like
AT4G37260,MYB
AT4G37750,AP2
AT4G37780,MYB
AT4G37790,HD-ZIP
AT4G37850,bHLH
AT4G37940,MIKC_MADS
AT4G38000,Dof
AT4G38170,Unknown
AT4G38340,Nin-like
AT4G38620,MYB
AT4G38680,CSD
AT4G38900,bZIP
AT4G38910,BBR-BPC
AT4G39410,WRKY
AT4G39780,ERF
AT4G40060,HD-ZIP
AT5G01380,Trihelix
AT5G01900,WRKY
AT5G02030,TALE
AT5G02320,MYB
AT5G02460,Dof
AT5G02470,E2F/DP
AT5G02840,MYB_related
AT5G03150,C2H2
AT5G03415,E2F/DP
AT5G03510,C2H2
AT5G03720,HSF
AT5G03790,HD-ZIP
AT5G04340,C2H2
AT5G04390,C2H2
AT5G04410,NAC
AT5G04760,MYB
AT5G05090,G2-like
AT5G05410,ERF
AT5G05550,Trihelix
AT5G05770,WOX
AT5G05790,MYB
AT5G06070,C2H2
AT5G06100,MYB
AT5G06650,C2H2
AT5G06710,HD-ZIP
AT5G06839,bZIP
AT5G06950,bZIP
AT5G06960,bZIP
AT5G07100,WRKY
AT5G07310,ERF
AT5G07580,ERF
AT5G07680,NAC
AT5G07690,MYB
AT5G07700,MYB
AT5G08070,TCP
AT5G08130,bHLH
AT5G08330,TCP
AT5G08520,MYB
AT5G08750,Unknown
AT5G08790,NAC
AT5G09410,CAMTA
AT5G10030,bZIP
AT5G10140,MIKC_MADS
AT5G10280,MYB
AT5G10510,AP2
AT5G11060,TALE
AT5G11190,ERF
AT5G11260,bZIP
AT5G11510,MYB
AT5G11590,ERF
AT5G12870,MYB
AT5G13080,WRKY
AT5G13180,NAC
AT5G13330,ERF
AT5G13790,MIKC_MADS
AT5G13820,Unknown
AT5G13910,ERF
AT5G14340,MYB
AT5G14490,NAC
AT5G14750,MYB
AT5G14960,E2F/DP
AT5G15130,WRKY
AT5G15150,HD-ZIP
AT5G15310,MYB
AT5G15800,MIKC_MADS
AT5G15830,bZIP
AT5G16560,G2-like
AT5G16600,MYB
AT5G16770,MYB
AT5G16820,HSF
AT5G17260,NAC
AT5G17300,MYB_related
AT5G17430,AP2
AT5G17490,GRAS
AT5G17800,MYB
AT5G17810,WOX
AT5G18090,B3
AT5G18240,G2-like
AT5G18270,NAC
AT5G18450,ERF
AT5G18560,ERF
AT5G18830,SBP
AT5G19790,ERF
AT5G20240,MIKC_MADS
AT5G20730,ARF
AT5G21120,EIL
AT5G21960,ERF
AT5G22220,E2F/DP
AT5G22570,WRKY
AT5G22890,C2H2
AT5G22990,C2H2
AT5G23000,MYB
AT5G23260,MIKC_MADS
AT5G23280,TCP
AT5G23930,mTERF
AT5G24110,WRKY
AT5G25190,ERF
AT5G25220,TALE
AT5G25390,ERF
AT5G25475,B3
AT5G25790,CPP
AT5G25810,ERF
AT5G25830,GATA
AT5G26170,WRKY
AT5G26660,MYB
AT5G26920,Unknown
AT5G27810,M-type_MADS
AT5G28040,GeBP
AT5G28300,Trihelix
AT5G28650,WRKY
AT5G28770,bZIP
AT5G29000,G2-like
AT5G35550,MYB
AT5G37020,ARF
AT5G37260,MYB_related
AT5G38800,bZIP
AT5G38860,bHLH
AT5G39610,NAC
AT5G39660,Dof
AT5G39760,ZF-HD
AT5G39820,NAC
AT5G40330,MYB
AT5G40350,MYB
AT5G41030,TCP
AT5G41315,bHLH
AT5G41410,TALE
AT5G41570,WRKY
AT5G42520,BBR-BPC
AT5G42630,G2-like
AT5G42640,C2H2
AT5G42820,C3H
AT5G43170,C2H2
AT5G43290,WRKY
AT5G43410,ERF
AT5G43840,HSF
AT5G44080,bZIP
AT5G44160,C2H2
AT5G44180,HB-other
AT5G44190,G2-like
AT5G44210,ERF
AT5G45050,WRKY
AT5G45260,WRKY
AT5G45300,BES1
AT5G45580,G2-like
AT5G45710,HSF
AT5G45980,WOX
AT5G46350,WRKY
AT5G46590,NAC
AT5G46760,bHLH
AT5G46830,bHLH
AT5G46880,HD-ZIP
AT5G47140,GATA
AT5G47220,ERF
AT5G47230,ERF
AT5G47370,HD-ZIP
AT5G47390,MYB_related
AT5G47660,Trihelix
AT5G48560,bHLH
AT5G48670,M-type_MADS
AT5G49300,GATA
AT5G49330,MYB
AT5G49450,bZIP
AT5G49520,WRKY
AT5G49620,MYB
AT5G50080,ERF
AT5G50570,SBP
AT5G50670,SBP
AT5G50915,bHLH
AT5G51190,ERF
AT5G51860,MIKC_MADS
AT5G51870,MIKC_MADS
AT5G51910,TCP
AT5G51990,ERF
AT5G52020,ERF
AT5G52170,HD-ZIP
AT5G52260,MYB
AT5G52660,MYB_related
AT5G52830,WRKY
AT5G53290,ERF
AT5G53660,GRF
AT5G53950,NAC
AT5G53980,HD-ZIP
AT5G54070,HSF
AT5G54230,MYB
AT5G54680,bHLH
AT5G55020,MYB
AT5G56110,MYB
AT5G56270,WRKY
AT5G56840,MYB_related
AT5G56930,C3H
AT5G56960,bHLH
AT5G57390,AP2
AT5G57620,MYB
AT5G58010,bHLH
AT5G58080,ARR-B
AT5G58340,MYB_related
AT5G58620,C3H
AT5G58850,MYB
AT5G58900,MYB_related
AT5G59340,WOX
AT5G59430,Unknown
AT5G59570,G2-like
AT5G59780,MYB_related
AT5G59820,C2H2
AT5G59990,Unknown
AT5G60120,AP2
AT5G60130,B3
AT5G60200,Dof
AT5G60450,ARF
AT5G60690,HD-ZIP
AT5G60850,Dof
AT5G60890,MYB
AT5G60910,MIKC_MADS
AT5G60970,TCP
AT5G61270,bHLH
AT5G61420,MYB_related
AT5G61430,NAC
AT5G61590,ERF
AT5G61600,ERF
AT5G61620,MYB_related
AT5G61850,LFY
AT5G61890,ERF
AT5G62000,ARF
AT5G62020,HSF
AT5G62165,MIKC_MADS
AT5G62260,Unknown
AT5G62320,MYB
AT5G62380,NAC
AT5G62430,Dof
AT5G62470,MYB
AT5G62610,bHLH
AT5G62940,Dof
AT5G63090,LBD
AT5G63260,C3H
AT5G63790,NAC
AT5G64060,NAC
AT5G64220,CAMTA
AT5G64750,ERF
AT5G64810,WRKY
AT5G65050,MIKC_MADS
AT5G65060,MIKC_MADS
AT5G65070,MIKC_MADS
AT5G65080,MIKC_MADS
AT5G65130,ERF
AT5G65210,bZIP
AT5G65230,MYB
AT5G65310,HD-ZIP
AT5G65410,ZF-HD
AT5G65510,AP2
AT5G65590,Dof
AT5G65790,MYB
AT5G66300,NAC
AT5G66320,GATA
AT5G66700,HD-ZIP
AT5G66730,C2H2
AT5G66870,LBD
AT5G66940,Dof
AT5G67000,ERF
AT5G67110,bHLH
AT5G67180,AP2
AT5G67190,ERF
AT5G67300,MYB
AT5G67450,C2H2
AT5G67580,MYB_related
