gene_id,family
Zm00001d005244,bZIP
Zm00001d005300,MYB
Zm00001d005307,MYB
Zm00001d005622,WRKY
Zm00001d005692,HD-ZIP
Zm00001d005737,TCP
Zm00001d005749,WRKY
Zm00001d005750,bHLH
Zm00001d005760,MYB
Zm00001d005784,MYB
Zm00001d005786,C2H2
Zm00001d005787,C2H2
Zm00001d005788,C2H2
Zm00001d005798,ERF
Zm00001d005837,C2H2
Zm00001d005843,HSF
Zm00001d005871,C2H2
Zm00001d005875,HD-ZIP
Zm00001d005884,bZIP
Zm00001d005888,HSF
Zm00001d005892,ERF
Zm00001d005951,HD-ZIP
Zm00001d005964,bHLH
Zm00001d005969,bHLH
Zm00001d005970,Dof
Zm00001d006001,WRKY
Zm00001d006022,bHLH
Zm00001d006028,SBP
Zm00001d006034,Unknown
Zm00001d006035,Unknown
Zm00001d006053,NAC
Zm00001d006065,bHLH
Zm00001d006091,SBP
Zm00001d006094,MIKC_MADS
Zm00001d006110,bHLH
Zm00001d006150,bHLH
Zm00001d006165,TCP
Zm00001d006195,HD-ZIP
Zm00001d006236,MYB
Zm00001d006293,Nin-like
Zm00001d006306,HMG
Zm00001d006463,Dof
Zm00001d006578,bHLH
Zm00001d006585,MYB
Zm00001d006653,ERF
Zm00001d006687,HD-ZIP
Zm00001d006702,WRKY
Zm00001d006735,C2H2
Zm00001d006736,C2H2
Zm00001d006835,NF-YA
Zm00001d006922,MYB
Zm00001d006945,GeBP
Zm00001d007119,ERF
Zm00001d007188,EIL
Zm00001d007311,bHLH
Zm00001d007329,WRKY
Zm00001d007384,E2F/DP
Zm00001d007536,bHLH
Zm00001d007768,bHLH
Zm00001d007842,TALE
Zm00001d007868,TCP
Zm00001d007949,MIKC_MADS
Zm00001d007962,G2-like
Zm00001d008190,WRKY
Zm00001d008191,WRKY
Zm00001d008198,MYB_related
Zm00001d008205,bHLH
Zm00001d008225,bZIP
Zm00001d008251,MYB
Zm00001d008399,NAC
Zm00001d008528,MYB
Zm00001d008578,WRKY
Zm00001d008601,MYB_related
Zm00001d008612,WOX
Zm00001d008793,WRKY
Zm00001d008794,WRKY
Zm00001d008808,MYB_related
Zm00001d008817,NAC
Zm00001d008869,HD-ZIP
Zm00001d008872,ERF
Zm00001d008882,MIKC_MADS
Zm00001d008919,TCP
Zm00001d008968,ERF
Zm00001d009013,bHLH
Zm00001d009017,Nin-like
Zm00001d009030,C2H2
Zm00001d009066,MYB
Zm00001d009088,MYB_related
Zm00001d009089,MYB_related
Zm00001d009090,MYB_related
Zm00001d009091,MYB_related
Zm00001d009103,ERF
Zm00001d009435,MYB
Zm00001d009468,RAV
Zm00001d009562,HB-other
Zm00001d009573,ERF
Zm00001d009595,WRKY
Zm00001d009619,WRKY
Zm00001d009622,ERF
Zm00001d009668,GATA
Zm00001d009698,WRKY
Zm00001d009802,HB-other
Zm00001d009823,LBD
Zm00001d009939,WRKY
Zm00001d010048,ERF
Zm00001d010060,TALE
Zm00001d010168,bZIP
Zm00001d010175,ERF
Zm00001d010201,MYB
Zm00001d010232,M-type_MADS
Zm00001d010233,MIKC_MADS
Zm00001d010234,MIKC_MADS
Zm00001d010239,NAC
Zm00001d010264,LBD
Zm00001d010280,G2-like
Zm00001d010309,SBP
Zm00001d010399,WRKY
Zm00001d010617,WRKY
Zm00001d010634,G2-like
Zm00001d010638,bZIP
Zm00001d010676,ERF
Zm00001d010713,CPP
Zm00001d010730,TCP
Zm00001d010740,Dof
Zm00001d010785,GATA
Zm00001d010805,WRKY
Zm00001d010811,HSF
Zm00001d010812,HSF
Zm00001d010906,MYB
Zm00001d010907,MYB
Zm00001d010933,MYB
Zm00001d010948,TALE
Zm00001d010978,LBD
Zm00001d010987,AP2
Zm00001d010988,AP2
Zm00001d010998,WOX
Zm00001d011058,Dof
Zm00001d011133,WRKY
Zm00001d011134,AP2
Zm00001d011223,C2H2
Zm00001d011237,WRKY
Zm00001d011252,MYB_related
Zm00001d011297,MYB_related
Zm00001d011403,WRKY
Zm00001d011406,HSF
Zm00001d011413,WRKY
Zm00001d011496,WRKY
Zm00001d011499,ERF
Zm00001d011527,WRKY
Zm00001d011537,WOX
Zm00001d011560,HB-other
Zm00001d011597,E2F/DP
Zm00001d011614,MYB
Zm00001d011639,B3
Zm00001d011645,MYB
Zm00001d011669,MYB
Zm00001d011691,MYB_related
Zm00001d011692,MYB_related
Zm00001d011785,G2-like
Zm00001d011953,ARF
Zm00001d011985,TCP
Zm00001d012015,SBP
Zm00001d012067,bHLH
Zm00001d012128,ARR-B
Zm00001d012180,LBD
Zm00001d012255,MYB
Zm00001d012260,C2H2
Zm00001d012280,Dof
Zm00001d012296,bZIP
Zm00001d012330,WOX
Zm00001d012379,MYB_related
Zm00001d012419,WOX
Zm00001d012427,C2H2
Zm00001d012430,Unknown
Zm00001d012482,WRKY
Zm00001d012508,WRKY
Zm00001d012509,WRKY
Zm00001d012516,WOX
Zm00001d012527,NAC
Zm00001d012544,MYB
Zm00001d012553,bZIP
Zm00001d012584,ERF
Zm00001d012585,ERF
Zm00001d012688,CPP
Zm00001d012703,Dof
Zm00001d012725,TCP
Zm00001d012731,ARF
Zm00001d012746,WRKY
Zm00001d012749,HSF
Zm00001d012757,GATA
Zm00001d012788,WRKY
Zm00001d012789,WRKY
Zm00001d012823,HSF
Zm00001d012916,SBP
Zm00001d012963,Dof
Zm00001d012967,Unknown
Zm00001d012968,C2H2
Zm00001d013003,NAC
Zm00001d013070,MYB
Zm00001d013073,bHLH
Zm00001d013119,TCP
Zm00001d013151,NAC
Zm00001d013164,MYB
Zm00001d013200,Dof
Zm00001d013202,G2-like
Zm00001d013258,MIKC_MADS
Zm00001d013259,M-type_MADS
Zm00001d013307,WRKY
Zm00001d013357,bHLH
Zm00001d013370,bHLH
Zm00001d013399,MYB
Zm00001d013467,TCP
Zm00001d013547,TALE
Zm00001d013559,TALE
Zm00001d013560,TALE
Zm00001d013625,LBD
Zm00001d013631,Unknown
Zm00001d013661,YABBY
Zm00001d013662,YABBY
Zm00001d013663,YABBY
Zm00001d013708,WRKY
Zm00001d013709,WRKY
Zm00001d013724,Dof
Zm00001d013732,LBD
Zm00001d013783,Dof
Zm00001d013801,MYB
Zm00001d013849,Trihelix
Zm00001d013856,NF-YA
Zm00001d013895,YABBY
Zm00001d014013,ARF
Zm00001d014113,ERF
Zm00001d014132,E2F/DP
Zm00001d014133,E2F/DP
Zm00001d014201,HD-ZIP
Zm00001d014286,CAMTA
Zm00001d014377,ARF
Zm00001d014405,NAC
Zm00001d014507,ARF
Zm00001d014628,HD-ZIP
Zm00001d014629,HD-ZIP
Zm00001d014630,HD-ZIP
Zm00001d014656,GATA
Zm00001d014690,ARF
Zm00001d014858,Unknown
Zm00001d014863,MYB_related
Zm00001d014938,Trihelix
Zm00001d014989,MYB
Zm00001d015118,bZIP
Zm00001d015201,Nin-like
Zm00001d015226,G2-like
Zm00001d015243,ARF
Zm00001d015381,M-type_MADS
Zm00001d015407,G2-like
Zm00001d015421,bZIP
Zm00001d015451,SBP
Zm00001d015515,WRKY
Zm00001d015521,G2-like
Zm00001d015549,TALE
Zm00001d015614,MYB
Zm00001d015639,ERF
Zm00001d015743,bZIP
Zm00001d015759,ERF
Zm00001d015845,bZIP
Zm00001d015846,bZIP
Zm00001d015990,CPP
Zm00001d016052,WRKY
Zm00001d016082,HMG
Zm00001d016119,NAC
Zm00001d016175,G2-like
Zm00001d016255,HSF
Zm00001d016260,ERF
Zm00001d016262,ERF
Zm00001d016457,WRKY
Zm00001d016520,HSF
Zm00001d016616,ERF
Zm00001d016623,ERF
Zm00001d016632,C2H2
Zm00001d016650,M-type_MADS
Zm00001d016674,HSF
Zm00001d016737,E2F/DP
Zm00001d016838,ARF
Zm00001d016873,bHLH
Zm00001d016906,E2F/DP
Zm00001d016907,E2F/DP
Zm00001d016952,MYB_related
Zm00001d016957,M-type_MADS
Zm00001d017207,AP2
Zm00001d017243,MYB
Zm00001d017268,MYB
Zm00001d017350,TCP
Zm00001d017366,ERF
Zm00001d017383,MYB
Zm00001d017385,MYB
Zm00001d017391,YABBY
Zm00001d017396,NAC
Zm00001d017409,GATA
Zm00001d017420,Trihelix
Zm00001d017422,HD-ZIP
Zm00001d017462,ERF
Zm00001d017466,ERF
Zm00001d017477,ERF
Zm00001d017478,ERF
Zm00001d017480,ERF
Zm00001d017560,C2H2
Zm00001d017563,G2-like
Zm00001d017575,Dof
Zm00001d017591,ERF
Zm00001d017592,ERF
Zm00001d017609,MYB_related
Zm00001d017614,MIKC_MADS
Zm00001d017642,MYB_related
Zm00001d017702,G2-like
Zm00001d017712,WRKY
Zm00001d017726,G2-like
Zm00001d017742,GRF
Zm00001d017778,bHLH
Zm00001d017788,Dof
Zm00001d017831,Unknown
Zm00001d017900,Dof
Zm00001d017908,bHLH
Zm00001d017911,bZIP
Zm00001d017932,M-type_MADS
Zm00001d017986,E2F/DP
Zm00001d018038,NAC
Zm00001d018045,TCP
Zm00001d018081,ERF
Zm00001d018097,MYB
Zm00001d018142,MIKC_MADS
Zm00001d018158,ERF
Zm00001d018191,ERF
Zm00001d018225,HD-ZIP
Zm00001d018260,Unknown
Zm00001d018305,ERF
Zm00001d018380,ARR-B
Zm00001d018416,bHLH
Zm00001d018421,GATA
Zm00001d018435,NAC
Zm00001d018510,C2H2
Zm00001d018515,Unknown
Zm00001d018530,TCP
Zm00001d018587,MIKC_MADS
Zm00001d018588,MIKC_MADS
Zm00001d018589,MIKC_MADS
Zm00001d018605,C2H2
Zm00001d018656,WRKY
Zm00001d018667,M-type_MADS
Zm00001d018698,G2-like
Zm00001d018742,TALE
Zm00001d018829,YABBY
Zm00001d018930,CPP
Zm00001d018941,HSF
Zm00001d018967,bHLH
Zm00001d018971,bZIP
Zm00001d019096,ERF
Zm00001d019098,ERF
Zm00001d019116,ERF
Zm00001d019166,bZIP
Zm00001d019207,NAC
Zm00001d019215,ERF
Zm00001d019216,ERF
Zm00001d019230,AP2
Zm00001d019487,C2H2
Zm00001d019536,G2-like
Zm00001d019712,MYB
Zm00001d019734,ERF
Zm00001d019744,ERF
Zm00001d020019,G2-like
Zm00001d020020,G2-like
Zm00001d020136,WRKY
Zm00001d020137,WRKY
Zm00001d020267,ERF
Zm00001d020384,G2-like
Zm00001d020405,MYB
Zm00001d020408,MYB
Zm00001d020430,C2H2
Zm00001d020433,TCP
Zm00001d020446,NAC
Zm00001d020457,MYB
Zm00001d020490,bHLH
Zm00001d020492,WRKY
Zm00001d020495,WRKY
Zm00001d020540,ERF
Zm00001d020569,MYB
Zm00001d020577,C2H2
Zm00001d020595,ERF
Zm00001d020670,HD-ZIP
Zm00001d020683,C2H2
Zm00001d020714,HSF
Zm00001d020804,HD-ZIP
Zm00001d020826,bHLH
Zm00001d020834,bHLH
Zm00001d020837,Dof
Zm00001d020881,WRKY
Zm00001d020932,bHLH
Zm00001d020939,EIL
Zm00001d020941,SBP
Zm00001d020951,Unknown
Zm00001d020982,NAC
Zm00001d021019,bHLH
Zm00001d021057,MIKC_MADS
Zm00001d021089,ERF
Zm00001d021164,bHLH
Zm00001d021214,ERF
Zm00001d021236,HD-ZIP
Zm00001d021263,HSF
Zm00001d021264,HSF
Zm00001d021268,HD-ZIP
Zm00001d021296,MYB
Zm00001d021403,C2H2
Zm00001d021424,NAC
Zm00001d021433,HMG
Zm00001d021442,Nin-like
Zm00001d021537,MYB
Zm00001d021591,Dof
Zm00001d021748,bHLH
Zm00001d021761,MYB
Zm00001d021818,NAC
Zm00001d021863,YABBY
Zm00001d021892,ERF
Zm00001d021947,WRKY
Zm00001d022002,C2H2
Zm00001d022088,M-type_MADS
Zm00001d022108,NF-YA
Zm00001d022109,NF-YA
Zm00001d022227,MYB
Zm00001d022256,TCP
Zm00001d022259,MYB_related
Zm00001d022266,GeBP
Zm00001d022295,HSF
Zm00001d022424,NAC
Zm00001d022437,WRKY
Zm00001d022442,bZIP
Zm00001d022461,ERF
Zm00001d022488,ERF
Zm00001d022525,Dof
Zm00001d022526,G2-like
Zm00001d022530,EIL
Zm00001d022542,bZIP
Zm00001d022550,bZIP
Zm00001d022628,MYB_related
Zm00001d023282,MYB
Zm00001d023284,MYB
Zm00001d023287,MYB
Zm00001d023316,LBD
Zm00001d023332,WRKY
Zm00001d023336,WRKY
Zm00001d023402,G2-like
Zm00001d023411,G2-like
Zm00001d023465,E2F/DP
Zm00001d023507,bZIP
Zm00001d023535,ERF
Zm00001d023565,TCP
Zm00001d023615,WRKY
Zm00001d023616,WRKY
Zm00001d023659,ARF
Zm00001d023669,NAC
Zm00001d023736,MIKC_MADS
Zm00001d023931,MYB
Zm00001d023932,MYB
Zm00001d023955,MIKC_MADS
Zm00001d024041,bZIP
Zm00001d024043,bZIP
Zm00001d024268,NAC
Zm00001d024285,bZIP
Zm00001d024323,WRKY
Zm00001d024324,ERF
Zm00001d024376,WRKY
Zm00001d024410,WOX
Zm00001d024436,ERF
Zm00001d024532,G2-like
Zm00001d024543,NAC
Zm00001d024547,MYB_related
Zm00001d024627,MYB_related
Zm00001d024628,MYB_related
Zm00001d024630,MYB_related
Zm00001d024644,MYB_related
Zm00001d024701,HD-ZIP
Zm00001d024725,MYB
Zm00001d024726,MYB
Zm00001d024781,bHLH
Zm00001d024783,bHLH
Zm00001d024784,MYB_related
Zm00001d024790,Dof
Zm00001d025033,TCP
Zm00001d025051,C2H2
Zm00001d025281,ERF
Zm00001d025298,ERF
Zm00001d025409,ERF
Zm00001d025462,bHLH
Zm00001d025479,MIKC_MADS
Zm00001d025483,NAC
Zm00001d025638,bZIP
Zm00001d025664,MYB
Zm00001d025669,WRKY
Zm00001d025679,Unknown
Zm00001d025720,Trihelix
Zm00001d025727,bHLH
Zm00001d025757,Nin-like
Zm00001d025864,MYB
Zm00001d025896,TCP
Zm00001d025910,ERF
Zm00001d025944,YABBY
Zm00001d025953,GATA
Zm00001d025964,HD-ZIP
Zm00001d026017,MYB_related
Zm00001d026088,HD-ZIP
Zm00001d026094,HSF
Zm00001d026096,Dof
Zm00001d026106,G2-like
Zm00001d026113,C2H2
Zm00001d026175,SBP
Zm00001d026191,ERF
Zm00001d026203,MYB
Zm00001d026204,MYB
Zm00001d026231,LFY
Zm00001d026235,GRF
Zm00001d026236,GRF
Zm00001d026239,GRF
Zm00001d026240,GRF
Zm00001d026241,GRF
Zm00001d026242,GRF
Zm00001d026243,GRF
Zm00001d026252,WRKY
Zm00001d026271,ERF
Zm00001d026351,HD-ZIP
Zm00001d026355,E2F/DP
Zm00001d026447,ERF
Zm00001d026486,ERF
Zm00001d026491,SBP
Zm00001d026537,WOX
Zm00001d026540,ARF
Zm00001d026542,G2-like
Zm00001d026628,Dof
Zm00001d027317,HD-ZIP
Zm00001d027395,NAC
Zm00001d027425,MIKC_MADS
Zm00001d027431,TALE
Zm00001d027435,TALE
Zm00001d027459,NAC
Zm00001d027492,G2-like
Zm00001d027509,Nin-like
Zm00001d027510,Nin-like
Zm00001d027623,MYB
Zm00001d027678,LBD
Zm00001d027679,LBD
Zm00001d027686,ERF
Zm00001d027687,ERF
Zm00001d027709,E2F/DP
Zm00001d027757,HSF
Zm00001d027802,TALE
Zm00001d027846,Dof
Zm00001d027852,HD-ZIP
Zm00001d027870,ERF
Zm00001d027874,NF-YA
Zm00001d027925,ERF
Zm00001d027955,MIKC_MADS
Zm00001d027957,MIKC_MADS
Zm00001d027991,HD-ZIP
Zm00001d028007,CAMTA
Zm00001d028017,ERF
Zm00001d028129,HD-ZIP
Zm00001d028139,C2H2
Zm00001d028216,YABBY
Zm00001d028217,MIKC_MADS
Zm00001d028265,ARR-B
Zm00001d028269,HSF
Zm00001d028297,bHLH
Zm00001d028304,HD-ZIP
Zm00001d028361,C2H2
Zm00001d028413,LBD
Zm00001d028524,ERF
Zm00001d028608,Unknown
Zm00001d028625,Dof
Zm00001d028667,C2H2
Zm00001d028777,MYB_related
Zm00001d028842,MYB
Zm00001d028845,MYB_related
Zm00001d028850,MYB
Zm00001d028854,MYB_related
Zm00001d028890,SET
Zm00001d028919,AP2
Zm00001d028930,MYB
Zm00001d028974,EIL
Zm00001d028984,G2-like
Zm00001d028986,WOX
Zm00001d028995,NAC
Zm00001d028999,NAC
Zm00001d029020,G2-like
Zm00001d029064,bZIP
Zm00001d029270,HSF
Zm00001d029287,GeBP
Zm00001d029293,MYB
Zm00001d029512,Dof
Zm00001d029736,TALE
Zm00001d029875,MYB_related
Zm00001d029884,ERF
Zm00001d029896,GATA
Zm00001d029934,HD-ZIP
Zm00001d029963,MYB_related
Zm00001d030023,NAC
Zm00001d030028,bHLH
Zm00001d030069,HD-ZIP
Zm00001d030139,WRKY
Zm00001d030191,HD-ZIP
Zm00001d030364,LBD
Zm00001d030513,ERF
Zm00001d030518,CAMTA
Zm00001d030532,HD-ZIP
Zm00001d030644,MYB
Zm00001d030678,MYB_related
Zm00001d030727,Dof
Zm00001d030862,ERF
Zm00001d030891,G2-like
Zm00001d030897,Dof
Zm00001d030911,G2-like
Zm00001d030969,WRKY
Zm00001d030995,bZIP
Zm00001d031008,CPP
Zm00001d031009,CPP
Zm00001d031044,bHLH
Zm00001d031060,HD-ZIP
Zm00001d031061,HD-ZIP
Zm00001d031064,ARF
Zm00001d031109,YABBY
Zm00001d031164,NAC
Zm00001d031167,bHLH
Zm00001d031182,TALE
Zm00001d031270,MYB
Zm00001d031272,bZIP
Zm00001d031278,Unknown
Zm00001d031445,EIL
Zm00001d031451,SBP
Zm00001d031463,NAC
Zm00001d031487,SBP
Zm00001d031522,ARF
Zm00001d031561,bHLH
Zm00001d031597,TCP
Zm00001d031620,MIKC_MADS
Zm00001d031625,M-type_MADS
Zm00001d031665,bHLH
Zm00001d031673,ERF
Zm00001d031697,bZIP
Zm00001d031725,TCP
Zm00001d031736,HSF
Zm00001d031745,HD-ZIP
Zm00001d031759,C2H2
Zm00001d031790,bZIP
Zm00001d031796,ERF
Zm00001d031861,ERF
Zm00001d031992,C2H2
Zm00001d032024,MYB_related
Zm00001d032032,MYB
Zm00001d032077,ERF
Zm00001d032095,ERF
Zm00001d032178,MYB
Zm00001d032179,MYB
Zm00001d032182,NAC
Zm00001d032190,G2-like
Zm00001d032194,MYB_related
Zm00001d032206,MYB
Zm00001d032213,bHLH
Zm00001d032217,TCP
Zm00001d032218,M-type_MADS
Zm00001d032239,Unknown
Zm00001d032240,MYB_related
Zm00001d032249,G2-like
Zm00001d032265,WRKY
Zm00001d032295,ERF
Zm00001d032316,HD-ZIP
Zm00001d032384,G2-like
Zm00001d032502,YABBY
Zm00001d032578,Dof
Zm00001d032681,HD-ZIP
Zm00001d032683,ARF
Zm00001d032694,MYB
Zm00001d032922,C2H2
Zm00001d032923,HSF
Zm00001d032999,Dof
Zm00001d033005,HD-ZIP
Zm00001d033075,MYB
Zm00001d033093,Dof
Zm00001d033246,HB-other
Zm00001d033267,bHLH
Zm00001d033274,CPP
Zm00001d033291,WRKY
Zm00001d033310,G2-like
Zm00001d033325,Dof
Zm00001d033353,ERF
Zm00001d033378,TALE
Zm00001d033379,TALE
Zm00001d033404,TALE
Zm00001d033407,bHLH
Zm00001d033412,bHLH
Zm00001d033413,bHLH
Zm00001d033466,LBD
Zm00001d033472,Unknown
Zm00001d033508,YABBY
Zm00001d033566,E2F/DP
Zm00001d033602,NF-YA
Zm00001d033673,TCP
Zm00001d033815,MYB
Zm00001d033848,bHLH
Zm00001d033859,TALE
Zm00001d033870,bHLH
Zm00001d033898,TALE
Zm00001d033965,WRKY
Zm00001d033987,HSF
Zm00001d034045,MIKC_MADS
Zm00001d034046,MIKC_MADS
Zm00001d034047,MIKC_MADS
Zm00001d034073,WRKY
Zm00001d034084,WRKY
Zm00001d034160,G2-like
Zm00001d034163,Dof
Zm00001d034181,G2-like
Zm00001d034204,ERF
Zm00001d034212,TALE
Zm00001d034277,NAC
Zm00001d034298,bHLH
Zm00001d034353,TCP
Zm00001d034433,HSF
Zm00001d034467,MYB
Zm00001d034468,MYB
Zm00001d034475,WRKY
Zm00001d034503,bHLH
Zm00001d034601,NAC
Zm00001d034605,ERF
Zm00001d034629,AP2
Zm00001d034639,C2H2
Zm00001d034641,Unknown
Zm00001d034651,Dof
Zm00001d034653,Dof
Zm00001d034730,SBP
Zm00001d034751,GATA
Zm00001d034886,HSF
Zm00001d034888,WRKY
Zm00001d034920,ERF
Zm00001d034946,MYB_related
Zm00001d034947,MYB_related
Zm00001d034984,NAC
Zm00001d035053,MIKC_MADS
Zm00001d035084,NAC
Zm00001d035266,NAC
Zm00001d035323,WRKY
Zm00001d035439,TALE
Zm00001d035512,AP2
Zm00001d035535,WOX
Zm00001d035605,MYB_related
Zm00001d035651,Dof
Zm00001d035835,ERF
Zm00001d035907,TALE
Zm00001d035918,MYB
Zm00001d035965,GRF
Zm00001d036050,NAC
Zm00001d036118,HD-ZIP
Zm00001d036251,ERF
Zm00001d036296,Unknown
Zm00001d036298,ERF
Zm00001d036330,C2H2
Zm00001d036425,MIKC_MADS
Zm00001d036494,GATA
Zm00001d036510,HD-ZIP
Zm00001d036632,MYB_related
Zm00001d036692,SBP
Zm00001d036726,WRKY
Zm00001d036768,MYB
Zm00001d036790,ARID
Zm00001d036802,G2-like
Zm00001d036889,ERF
Zm00001d037015,G2-like
Zm00001d037029,NAC
Zm00001d037054,WRKY
Zm00001d037098,bHLH
Zm00001d037117,GRF
Zm00001d037118,MYB
Zm00001d037159,Unknown
Zm00001d037165,ERF
Zm00001d037212,M-type_MADS
Zm00001d037221,TCP
Zm00001d037274,E2F/DP
Zm00001d037315,NAC
Zm00001d037334,MYB
Zm00001d037425,Unknown
Zm00001d037461,CPP
Zm00001d037607,WRKY
Zm00001d037737,MIKC_MADS
Zm00001d037786,Nin-like
Zm00001d037854,WRKY
Zm00001d037941,ERF
Zm00001d038001,ERF
Zm00001d038013,LBD
Zm00001d038023,WRKY
Zm00001d038189,bZIP
Zm00001d038191,G2-like
Zm00001d038207,NAC
Zm00001d038221,NAC
Zm00001d038281,Dof
Zm00001d038320,ERF
Zm00001d038338,MYB_related
Zm00001d038355,TALE
Zm00001d038379,C2H2
Zm00001d038451,WRKY
Zm00001d038527,G2-like
Zm00001d038546,G2-like
Zm00001d038584,ERF
Zm00001d038585,ERF
Zm00001d038660,CPP
Zm00001d038664,E2F/DP
Zm00001d038683,TCP
Zm00001d038693,Dof
Zm00001d038698,ARF
Zm00001d038746,HSF
Zm00001d038761,WRKY
Zm00001d038801,GATA
Zm00001d038843,WRKY
Zm00001d038878,MYB
Zm00001d038907,ERF
Zm00001d038930,MYB
Zm00001d038994,Trihelix
Zm00001d039002,HB-other
Zm00001d039004,NAC
Zm00001d039006,ARF
Zm00001d039017,WOX
Zm00001d039019,ERF
Zm00001d039032,WRKY
Zm00001d039044,WRKY
Zm00001d039065,bZIP
Zm00001d039077,ERF
Zm00001d039113,GATA
Zm00001d039244,WRKY
Zm00001d039245,WRKY
Zm00001d039254,C2H2
Zm00001d039260,G2-like
Zm00001d039266,Nin-like
Zm00001d039267,ARF
Zm00001d039271,bHLH
Zm00001d039272,bHLH
Zm00001d039273,bHLH
Zm00001d039324,ERF
Zm00001d039371,TCP
Zm00001d039467,C2H2
Zm00001d039482,Dof
Zm00001d039506,NAC
Zm00001d039531,WRKY
Zm00001d039532,WRKY
Zm00001d039584,WRKY
Zm00001d039637,G2-like
Zm00001d039694,LBD
Zm00001d039700,MYB
Zm00001d039764,bHLH
Zm00001d039913,M-type_MADS
Zm00001d040019,MYB
Zm00001d040090,HD-ZIP
Zm00001d040362,Dof
Zm00001d040405,Unknown
Zm00001d040423,MYB
Zm00001d040426,MYB
Zm00001d040428,MYB
Zm00001d040455,Dof
Zm00001d040500,bZIP
Zm00001d040527,MYB
Zm00001d040535,bHLH
Zm00001d040536,bHLH
Zm00001d040554,WRKY
Zm00001d040594,MYB
Zm00001d040611,TALE
Zm00001d040621,MYB_related
Zm00001d040651,ERF
Zm00001d041056,ARF
Zm00001d041142,bZIP
Zm00001d041277,YABBY
Zm00001d041376,G2-like
Zm00001d041377,G2-like
Zm00001d041397,WRKY
Zm00001d041444,CPP
Zm00001d041445,CPP
Zm00001d041489,HD-ZIP
Zm00001d041497,ARF
Zm00001d041549,Dof
Zm00001d041576,MYB
Zm00001d041580,MYB
Zm00001d041587,M-type_MADS
Zm00001d041740,WRKY
Zm00001d041781,MIKC_MADS
Zm00001d041791,NAC
Zm00001d041818,MYB
Zm00001d041853,MYB
Zm00001d041866,TCP
Zm00001d041920,bZIP
Zm00001d041935,MYB
Zm00001d041958,WRKY
Zm00001d042267,ARF
Zm00001d042287,MYB
Zm00001d042305,TCP
Zm00001d042315,M-type_MADS
Zm00001d042373,bHLH
Zm00001d042463,ARR-B
Zm00001d042482,bHLH
Zm00001d042492,AP2
Zm00001d042560,LBD
Zm00001d042580,NAC
Zm00001d042588,ERF
Zm00001d042591,MIKC_MADS
Zm00001d042609,NAC
Zm00001d042618,MIKC_MADS
Zm00001d042665,MYB
Zm00001d042686,C2H2
Zm00001d042717,ERF
Zm00001d042721,bZIP
Zm00001d042736,Dof
Zm00001d042821,WOX
Zm00001d042864,TALE
Zm00001d042892,G2-like
Zm00001d042910,MYB
Zm00001d042920,WOX
Zm00001d042933,C2H2
Zm00001d042934,Unknown
Zm00001d042960,Unknown
Zm00001d043025,WRKY
Zm00001d043036,LBD
Zm00001d043060,WRKY
Zm00001d043062,WRKY
Zm00001d043063,WRKY
Zm00001d043066,WRKY
Zm00001d043076,WOX
Zm00001d043117,bZIP
Zm00001d043131,MYB
Zm00001d043153,bZIP
Zm00001d043204,ERF
Zm00001d043205,ERF
Zm00001d043368,TCP
Zm00001d043378,CPP
Zm00001d043402,Dof
